주차장명,주소,주차장 종류명,운영구분명,전화번호,주차 면(주차 가능 차량 수),유무료구분명,평일 운영 시작시각(HHMM),평일 운영 종료시각(HHMM),주말 운영 시작시각(HHMM),주말 운영 종료시각(HHMM),공휴일 운영 시작시각(HHMM),공휴일 운영 종료시각(HHMM),"토요일 유,무료 구분명","공휴일 유,무료 구분명",월 정기권 금액,기본 주차 요금,기본 주차 시간(분 단위),추가 단위 요금,추가 단위 시간(분 단위),일 최대 요금,위도,경도
방배복개도로 제1지역 노상공영주차장(구),서초구 방배동 443-1,노상 주차장,시간제 주차장,010-9944-7000,100,유료,1000,2300,1000,2300,0,0,무료,유료,0,250,5,500,10,0,37.48071164,126.9825295
옥수역(시),성동구 옥수동 401-1,노상 주차장,시간제 주차장,02-2648-8292,41,유료,900,1900,900,1500,0,0,무료,유료,90000,100,5,100,5,0,37.5423127,127.0168533
성수2가3동거주자우선주차장(구),성동구 성수동2가 335-60 ,노상 주차장,시간제 주차장,02-461-0484,17,유료,900,1900,900,1500,0,0,무료,유료,80000,500,10,500,10,10000,37.53774114,127.0543382
마장동거주자우선주차장(구),성동구 마장동 812-0 ,노상 주차장,시간제 주차장,,124,유료,900,1800,900,1500,0,0,무료,유료,80000,250,5,250,5,10000,37.56513788,127.0390052
용답동거주자우선주차장(구),성동구 용답동 225-13 ,노상 주차장,시간제 주차장,,22,유료,900,1900,900,1500,0,0,무료,유료,80000,250,5,250,5,10000,37.56155078,127.0587252
성수2가3동거주자우선주차장(구),성동구 성수동2가 276-5 ,노상 주차장,시간제 주차장,,58,유료,900,1900,900,1500,0,0,무료,유료,80000,250,5,250,5,10000,37.54090793,127.0556792
마장축산물시장 남문(구),성동구 마장동 494-0 ,노상 주차장,시간제 주차장,,175,유료,900,1900,900,1900,0,0,무료,유료,80000,250,5,250,5,10000,37.56672319,127.0393937
마장축산물시장 현대아파트 앞 노상공영주차(구),성동구 마장동 84-0 ,노상 주차장,시간제 주차장,,59,유료,900,1900,900,1500,0,0,무료,유료,80000,250,5,250,5,10000,37.57023134,127.0431352
성수2가3동거주자우선주차장(구),성동구 성수동2가 277-43 ,노상 주차장,시간제 주차장,,224,유료,900,1900,900,1500,0,0,무료,유료,80000,250,5,250,5,10000,37.5461708,127.0618691
신정4동 로데오길(구),양천구 신정동 890-0,노상 주차장,시간제 주차장,02-2695-8597,52,유료,900,1900,900,1900,900,1900,무료,무료,0,300,10,300,10,9000,37.52815619,126.8617545
양천경찰서(시),양천구 신정동 321-0,노상 주차장,시간제 주차장,,34,유료,900,1900,900,1500,0,0,무료,유료,40000,150,5,150,5,0,37.51648297,126.8652536
신정4동길(구),양천구 신정동 902-0 ,노상 주차장,시간제 주차장,02-2695-8597,147,유료,900,1900,900,1300,0,0,무료,유료,130000,300,10,300,10,9000,37.52773187,126.8542201
한전뒷길(구),양천구 신정동 319-25,노상 주차장,시간제 주차장,,24,유료,900,1900,900,1300,0,0,무료,유료,70000,150,5,150,5,0,37.52035814,126.8689532
신월1동저지복개1구역(구),양천구 신월동 228-1,노상 주차장,시간제 주차장,02-2698-1386,56,유료,900,1900,900,1300,0,0,무료,유료,70000,300,10,300,10,9000,37.52975547,126.8376668
양천구청(시),양천구 신정동 321-4,노상 주차장,시간제 주차장,,74,유료,900,1900,900,1500,0,0,무료,유료,40000,150,5,150,5,0,37.51773009,126.8667083
양천공원옆(구),양천구 신정동 320-3,노상 주차장,시간제 주차장,,11,유료,900,1900,900,1300,0,0,무료,유료,70000,150,5,150,5,0,37.51895511,126.868601
교보생명 앞 노상주차장(구),영등포구 당산동2가 71-0 ,노상 주차장,시간제 + 거주자 주차장,02-2650-1436,26,유료,900,1900,900,1500,0,0,무료,무료,100000,500,10,500,10,15000,37.52138646,126.8917257
법안정사(시),양천구 목동 907-1 ,노상 주차장,시간제 주차장,,38,유료,900,2100,900,1500,0,0,무료,유료,0,250,5,250,5,0,37.5357057,126.8776644
부영그린(시),양천구 목동 908-27,노상 주차장,시간제 주차장,,18,유료,800,2100,800,2100,800,2100,무료,무료,0,250,5,250,5,0,37.53646124,126.8818349
롯데캐슬앞 노상주차장(구),영등포구 여의도동 36-0 ,노상 주차장,시간제 주차장,02-2650-1436,9,유료,900,1900,900,1500,0,0,무료,유료,200000,1000,10,1000,10,20000,37.52068684,126.926587
KBS연구관앞 노상주차장(구),영등포구 여의도동 18-1,노상 주차장,시간제 주차장,02-2650-1436,59,유료,900,1900,900,1500,0,0,무료,유료,200000,1000,10,1000,10,20000,37.52705213,126.9156194
현대41타워앞(구),양천구 목동 917-2 ,노상 주차장,시간제 주차장,,24,유료,900,1900,900,1900,900,1900,무료,무료,70000,300,10,300,10,0,37.52771987,126.8758523
신정13동 복개(구),양천구 신정동 1031-0 ,노상 주차장,시간제 주차장,02-2645-1158,139,유료,900,1900,900,1300,0,0,무료,유료,70000,300,10,300,10,9000,37.51990644,126.8538469
한국통신(시),양천구 목동 924-5,노상 주차장,시간제 주차장,,27,유료,900,1900,900,1500,0,0,무료,유료,0,250,5,250,5,0,37.52837693,126.8709399
신월1동저지복개2구역(구),양천구 신월동 90-1,노상 주차장,시간제 주차장,02-2698-1386,40,유료,900,1900,900,1300,0,0,무료,유료,70000,300,10,300,10,9000,37.53517912,126.8344786
신월5동복개주차장(구),양천구 신월동 53-2 ,노상 주차장,시간제 주차장,,63,유료,900,1900,900,1300,0,0,무료,유료,70000,300,10,300,10,0,37.53768107,126.8281077
양평고가밑(시),양천구 목동 900-8,노상 주차장,시간제 주차장,02-2663-6209,32,유료,900,1900,900,1500,0,0,무료,유료,0,250,5,250,5,0,37.53886769,126.8850888
진주아파트 옆 노상주차장(구),영등포구 여의도동 54-4 ,노상 주차장,시간제 주차장,02-2650-1436,56,유료,900,1900,900,1500,0,0,무료,유료,200000,1000,10,1000,10,20000,37.51806262,126.9325038
곰달래로5길 노상(구),양천구 신월동 126-36 ,노상 주차장,시간제 주차장,02-2698-1386,74,유료,900,1900,900,1300,0,0,무료,유료,70000,300,10,300,10,9000,37.53181162,126.8335575
교보생명옆 노상주차장(구),영등포구 당산동2가 21-26,노상 주차장,시간제 + 거주자 주차장,02-2650-1436,13,유료,900,1900,900,1500,0,0,무료,무료,80000,300,10,300,10,9000,37.52087468,126.8924586
세우빌딩 앞노상주차장(구),영등포구 여의도동 10-0,노상 주차장,시간제 주차장,02-2650-1436,13,유료,900,1900,900,1500,0,0,무료,유료,200000,1000,10,1000,10,20000,37.53011648,126.9250612
문래동주민센터 앞 노상주차장(구),영등포구 문래동3가 55-16,노상 주차장,시간제 + 거주자 주차장,02-2650-1436,13,유료,900,1900,900,1500,0,0,무료,무료,100000,500,10,500,10,15000,37.5168354,126.9001876
동문굿모닝탑 옆(구),양천구 신정동 324-3 ,노상 주차장,시간제 주차장,,17,유료,900,1900,900,1500,0,0,무료,유료,40000,150,5,150,5,0,37.51505445,126.8611636
한국거래소앞 노상주차장(구),영등포구 여의도동 33-0,노상 주차장,시간제 주차장,02-2650-1436,33,유료,900,1900,900,1500,0,0,무료,유료,200000,1000,10,1000,10,20000,37.52228229,126.9281173
태양빌딩앞 노상주차장(구),영등포구 여의도동 44-0,노상 주차장,시간제 주차장,02-2650-1436,11,유료,900,1900,900,1500,0,0,무료,유료,200000,1000,10,1000,10,20000,37.52092943,126.9295507
호성빌딩앞 노상주차장(구),영등포구 여의도동 44-22,노상 주차장,시간제 주차장,02-2650-1436,22,유료,900,1900,900,1500,0,0,무료,유료,200000,1000,10,1000,10,20000,37.52035524,126.9291421
KBS본관 앞 노상주차장(구),영등포구 여의도동 17-0 ,노상 주차장,시간제 주차장,02-2650-1436,71,유료,900,1900,900,1500,0,0,무료,유료,200000,1000,10,1000,10,20000,37.52546287,126.9179894
신흥증권앞 노상주차장(구),영등포구 여의도동 24-0,노상 주차장,시간제 주차장,02-2650-1436,15,유료,900,1900,900,1500,0,0,무료,유료,200000,500,5,500,5,20000,37.5242503,126.9267498
여의도공원앞3 노상주차장(구),영등포구 여의도동 16-0,노상 주차장,시간제 주차장,02-2650-1436,6,유료,900,1900,900,1500,0,0,무료,유료,200000,1000,10,1000,10,20000,37.52792339,126.9238217
산업은행앞 노상주차장(구),영등포구 여의도동 16-0 서울특별시 영등포구시설관리공단,노상 주차장,시간제 주차장,02-2650-1436,11,유료,900,1900,900,1500,0,0,무료,유료,200000,500,5,500,5,20000,37.52771304,126.9205009
렉싱턴호텔뒤 노상주차장(구),영등포구 여의도동 13-0,노상 주차장,시간제 주차장,02-2650-1436,12,유료,900,1900,900,1500,0,0,무료,유료,200000,1000,10,1000,10,20000,37.52946101,126.9220877
SK리더스뷰도로변 노상주차장(구),영등포구 문래동3가 55-13 ,노상 주차장,시간제 + 거주자 주차장,02-2650-1436,19,유료,900,1900,900,1500,0,0,무료,무료,100000,500,10,500,10,15000,37.51840618,126.9004228
대신시장 노상주차장(구),영등포구 신길동 116-15 ,노상 주차장,시간제 + 거주자 주차장,02-2650-1436,18,유료,900,1900,900,1500,0,0,무료,무료,50000,200,10,200,10,6000,37.5110737,126.9181374
당산고가 밑 이륜차 전용주차장(구),영등포구 당산동5가 1-2 ,노상 주차장,이륜차 전용 주차장,,1,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.53329412,126.901493
한진해운 앞 노상주차장(구),영등포구 여의도동 25-11,노상 주차장,시간제 주차장,02-2650 -1436,17,유료,900,1900,900,1500,0,0,무료,유료,200000,1000,10,1000,10,20000,37.52298583,126.9252869
벽산디지털밸리앞 노상주차장(구),영등포구 문래동5가 5-0 ,노상 주차장,시간제 + 거주자 주차장,02-2650-1436,33,유료,900,1900,900,1500,0,0,무료,무료,100000,500,10,500,10,15000,37.51426884,126.8869554
당산고가밑(시),영등포구 당산동5가 9-15,노상 주차장,시간제 주차장,032-872-7078,23,유료,900,1900,900,1500,0,0,무료,유료,0,150,5,150,5,0,37.53249922,126.9007704
동아빌딩앞 노상주차장(구),영등포구 여의도동 14-0,노상 주차장,시간제 주차장,02-2650-1436,10,유료,900,1900,900,1500,0,0,무료,유료,200000,1000,10,1000,10,20000,37.52916488,126.9202955
가든예식장 앞 노상주차장(구),영등포구 여의도동 45-1,노상 주차장,시간제 주차장,02-2650-1436,7,유료,900,1900,900,1500,0,0,무료,유료,200000,1000,10,1000,10,20000,37.51996405,126.9282892
여의도공원앞1 노상주차장(구),영등포구 여의도동 17-0,노상 주차장,시간제 주차장,02-2650-1436,14,유료,900,1900,900,1500,0,0,무료,유료,200000,1000,10,1000,10,20000,37.52510902,126.9192897
MBC방송국뒤 노상주차장(구),영등포구 여의도동 31-0 ,노상 주차장,시간제 + 거주자 주차장,02-2650-1436,63,유료,900,1900,900,1500,0,0,무료,무료,200000,1000,10,1000,10,20000,37.52380328,126.9309812
화재보험협회 앞 노상주차장(구),영등포구 여의도동 35-0,노상 주차장,시간제 주차장,02-2650-1436,16,유료,900,1900,900,1500,0,0,무료,유료,200000,1000,10,1000,10,20000,37.5210968,126.9263433
미래에셋빌딩 앞 노상주차장(구),영등포구 여의도동 45-0,노상 주차장,시간제 주차장,02-2650-1436,24,유료,900,1900,900,1500,0,0,무료,유료,200000,1000,10,1000,10,20000,37.51946887,126.927799
삼각지역(구),용산구 한강로1가 138-0,노상 주차장,시간제 주차장,011-309-3162,12,유료,1130,2130,1130,1730,0,0,무료,유료,0,250,5,250,5,0,37.53451621,126.9737305
충신교회(구),용산구 이촌동 302-31,노상 주차장,시간제 주차장,010-9057-0978,23,유료,1100,2100,1100,1700,0,0,무료,유료,0,250,5,250,5,0,37.52025271,126.9672674
삼환아파트 앞 노상주차장(구),영등포구 문래동4가 41-0 ,노상 주차장,시간제 + 거주자 주차장,02-2650-1436,55,유료,900,1900,900,1500,0,0,무료,무료,100000,500,10,500,10,15000,37.51184415,126.8913364
한강쇼핑(구),용산구 이촌동 301-5,노상 주차장,시간제 주차장,010-6339-6431,15,유료,1000,2000,1000,1600,0,0,무료,유료,0,250,5,250,5,0,37.52066136,126.9713519
용산등기소(시),용산구 문배동 12-1,노상 주차장,시간제 주차장,02-2663-6209,15,유료,900,1900,900,1500,0,0,무료,유료,0,250,5,250,5,0,37.53700981,126.9696668
효창공원2(구),용산구 효창동 255-1,노상 주차장,시간제 주차장,02-712-7758,83,유료,800,1800,800,1400,0,0,무료,유료,0,250,5,250,5,0,37.54338354,126.9590231
성애병원 앞 노상주차장(구),영등포구 신길동 451-2 ,노상 주차장,시간제 주차장,02-2650-1436,2,유료,900,1900,900,1500,0,0,무료,유료,100000,500,10,500,10,15000,37.51181813,126.922222
도림고가 노상주차장(구),영등포구 문래동1가 39-0 ,노상 주차장,시간제 + 거주자 주차장,02-2650-1436,63,유료,900,1900,900,1500,0,0,무료,무료,50000,200,10,200,10,6000,37.51501828,126.9034182
경남아파트 앞 노상주차장(구),영등포구 당산동3가 56-0 ,노상 주차장,시간제 + 거주자 주차장,02-2650-1436,7,유료,900,1900,900,1500,0,0,무료,무료,50000,200,10,200,10,6000,37.52440572,126.902039
효창공원1(구),용산구 효창동 3-151,노상 주차장,시간제 주차장,010-5249-2009,60,유료,800,1800,800,1400,0,0,무료,유료,0,250,5,250,5,0,37.54591127,126.9594874
여의서로(시),영등포구 여의도동 8-1,노상 주차장,시간제 주차장,031-903-3345,106,유료,900,1900,900,1500,0,0,무료,유료,0,500,5,500,5,0,37.53313643,126.9172302
KBS별관옆 노상주차장(구),영등포구 여의도동 46-0,노상 주차장,시간제 주차장,02-2650-1436,20,유료,900,1900,900,1500,0,0,무료,유료,200000,1000,10,1000,10,20000,37.51871412,126.9305545
경남아파트 앞 노상주차장(구),영등포구 영등포동7가 56-0 ,노상 주차장,시간제 + 거주자 주차장,02-2650-1436,19,유료,900,1900,900,1500,0,0,무료,무료,50000,200,10,200,10,6000,37.5244721,126.9022934
국민일보사옥앞 노상주차장(구),영등포구 여의도동 12-0 ,노상 주차장,시간제 주차장,02-2650-1436,28,유료,900,1900,900,1500,0,0,무료,유료,200000,1000,10,1000,10,20000,37.52957037,126.9247877
영등포역 이륜자동차주차장(구),영등포구 영등포동3가 618-496 ,노상 주차장,이륜차 전용 주차장,,21,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.51632821,126.9069144
영등포로터리(시),영등포구 영등포동3가 111-1,노상 주차장,시간제 주차장,032-872-7078,10,유료,900,1900,900,1500,0,0,무료,유료,0,250,5,250,5,0,37.51802565,126.9113848
우림시장공영주차장(구),중랑구 망우동 486-10,노상 주차장,시간제 주차장,02-436-3598,55,유료,900,1900,900,1500,0,0,무료,유료,0,250,5,250,5,0,37.59887283,127.0987375
중화동(시),중랑구 중화동 61-2,노상 주차장,시간제 주차장,,11,유료,900,1900,900,1500,0,0,무료,유료,0,100,5,100,5,0,37.59459804,127.0722642
나들목공영주차장(구),중랑구 중화동 304-36,노상 주차장,시간제 + 거주자 주차장,02-438-7210,117,유료,900,1900,900,1500,0,0,무료,무료,0,250,5,250,5,0,37.59862441,127.0775907
맛솜씨공영주차장(구),중랑구 망우동 490-21 ,노상 주차장,시간제 주차장,,69,유료,900,1900,900,1500,0,0,무료,유료,0,250,5,250,5,0,37.5979745,127.0945369
국민대앞북악주차(구),성북구 정릉동 880-1 ,노상 주차장,시간제 주차장,,6,유료,800,1900,800,1500,0,0,무료,유료,80000,150,5,300,10,10000,37.60947078,126.996919
여의도백화점 앞 노상주차장(구),영등포구 여의도동 36-1,노상 주차장,시간제 주차장,02-2650-1436,19,유료,900,1900,900,1500,0,0,무료,유료,200000,1000,10,1000,10,20000,37.5204097,126.9277962
양남사거리 앞 노상주차장(구),영등포구 양평동1가 30-0,노상 주차장,시간제 + 거주자 주차장,02-2650-1436,8,유료,900,1900,900,1500,0,0,무료,무료,100000,250,5,250,5,15000,37.52283912,126.8914841
국민은행앞 노상주차장(구),영등포구 여의도동 15-22 ,노상 주차장,시간제 주차장,02-2650-1436,15,유료,900,1900,900,1500,0,0,무료,유료,200000,1000,10,1000,10,20000,37.52888602,126.9187226
교보생명 앞 노상주차장(구),영등포구 양평동1가 71-0 ,노상 주차장,시간제 + 거주자 주차장,02-2650-1436,9,유료,900,1900,900,1500,0,0,무료,무료,100000,500,10,500,10,15000,37.52157165,126.8914055
홍우빌딩앞 노상주차장(구),영등포구 여의도동 43-0,노상 주차장,시간제 주차장,02-2650-1436,11,유료,900,1900,900,1500,0,0,무료,유료,200000,1000,10,1000,10,20000,37.52139515,126.9300739
영등포중앙시장 노상주차장(구),영등포구 영등포동7가 5-1 ,노상 주차장,시간제 + 거주자 주차장,02-2634-1308(5),8,유료,600,2000,600,2000,0,0,무료,무료,50000,200,10,200,10,6000,37.52228468,126.9085015
문래1동(시),영등포구 문래동3가 54-12,노상 주차장,시간제 주차장,032-872-7078,11,유료,900,1900,900,1500,0,0,무료,유료,0,250,5,250,5,0,37.51351439,126.8969428
중마루공원앞 노상주차장(구),영등포구 영등포동2가 222-0 ,노상 주차장,시간제 주차장,02-2635-8005,34,유료,900,1900,1900,1500,0,0,무료,유료,100000,500,10,500,10,15000,37.51948724,126.9112733
양평동(동)(시),영등포구 양평동5가 44-1,노상 주차장,시간제 주차장,032-872-7078,6,유료,900,1900,900,1500,0,0,무료,유료,0,100,5,100,5,0,37.53969074,126.8902226
경호빌딩앞 노상주차장(구),영등포구 여의도동 25-0 ,노상 주차장,시간제 주차장,02-2650 -1436,10,유료,900,1900,900,1500,0,0,무료,유료,200000,1000,10,1000,10,20000,37.52380843,126.9257909
영동대로85길(구),강남구 대치동 1012-19 ,노상 주차장,시간제 주차장,,95,유료,900,1900,0,0,0,0,유료,유료,150000,400,5,0,0,30000,37.50629266,127.0587253
거주자우선주차장(시),성동구 옥수동 343-4 ,노상 주차장,시간제 주차장,,8,유료,900,1900,900,1500,0,0,무료,유료,90000,100,5,100,5,0,37.54192328,127.0169632
논현로131길(구),강남구 논현동 279-99 ,노상 주차장,시간제 주차장,,23,유료,900,1900,0,0,0,0,유료,유료,150000,400,5,0,0,30000,37.51421863,127.0289224
코오롱빌딩옆 노상공영주차장(구),중구 태평로1가 82-0 0,노상 주차장,시간제 주차장,02)2280-8936,18,유료,800,2200,900,2200,0,0,무료,유료,250000,600,5,600,5,0,37.56761009,126.9783198
위례성길(방이습지)(구),송파구 오금동 97-44 ,노상 주차장,시간제 주차장,,19,유료,900,1800,900,1800,900,1800,무료,무료,0,150,5,0,0,0,37.50713148,127.1367035
위례성길(방이습지)(구),송파구 방이동 452-4 ,노상 주차장,시간제 + 버스전용 주차장,,15,유료,900,1800,900,1800,900,1800,무료,무료,0,150,5,0,0,0,37.50916595,127.1351049
매화공영주차장(구),중랑구 상봉동 85-41,노상 주차장,시간제 주차장,02-438-7210,28,유료,900,1900,900,1500,0,0,무료,유료,0,250,5,250,5,0,37.59492174,127.0895948
동작갯마을(구),동작구 동작동 102-65 ,노상 주차장,시간제 주차장,,52,유료,900,1900,900,1900,0,0,무료,유료,100000,150,5,0,0,35000,37.49593156,126.9825116
한신동성아파트옆(구),노원구 하계동 256-7 ,노상 주차장,시간제 주차장,,16,유료,900,1900,900,1800,900,1800,무료,무료,150000,250,5,0,0,33000,37.63981324,127.0743489
보라매병원앞(구),동작구 신대방동 395-61 ,노상 주차장,시간제 주차장,,37,유료,900,2200,900,2200,1100,2000,무료,무료,130000,250,5,0,0,35000,37.49179469,126.9228915
주공3단지상가주변(구),노원구 상계동 736-0 ,노상 주차장,시간제 주차장,,44,유료,900,1900,900,1800,900,1800,무료,무료,150000,250,5,0,0,33000,37.65312883,127.0591985
주공6단지상가주변(구),노원구 상계동 723-2 ,노상 주차장,시간제 주차장,,41,유료,900,1900,900,1800,900,1800,무료,무료,150000,250,5,0,0,33000,37.65337295,127.0616235
종로구 누하동   (구),종로구 누하동 7-0,노상 주차장,이륜차 전용 주차장,,7,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.57985851,126.9686396
대치동507-3(구),강남구 대치동 507-3 ,노상 주차장,시간제 주차장,,27,유료,900,1900,0,0,0,0,유료,유료,120000,300,5,0,0,24000,37.49334084,127.0625352
기륭전자(구),금천구 가산동 219-7,노상 주차장,시간제 주차장,,33,유료,800,1900,0,0,0,0,유료,유료,100000,500,10,500,10,15000,37.47304631,126.8878444
주막거리공영주차장(구),중랑구 상봉동 127-19 ,노상 주차장,시간제 주차장,02-438-7210,26,유료,900,1900,900,1500,0,0,무료,유료,0,250,5,250,5,0,37.59350609,127.0791498
상봉복개(시),중랑구 상봉동 399-4,노상 주차장,시간제 주차장,02-2272-8821,63,유료,900,1900,900,1500,0,0,무료,유료,0,250,5,250,5,0,37.59591263,127.0900408
양남사거리 앞 노상주차장(구),영등포구 당산동2가 30-0,노상 주차장,시간제 + 거주자 주차장,02-2650-1436,8,유료,900,1900,900,1500,0,0,무료,무료,100000,250,5,250,5,15000,37.52236224,126.8915625
동부갯 공영주차장(구),중랑구 망우동 487-1,노상 주차장,시간제 주차장,02-438-7209,72,유료,900,1900,900,1500,0,0,무료,유료,0,250,5,250,5,0,37.59947535,127.0957675
묵중안공영주차장(구),중랑구 묵동 250-39,노상 주차장,시간제 + 거주자 주차장,,194,유료,900,1900,900,1500,0,0,무료,무료,0,250,5,250,5,0,37.61114896,127.0760045
창동역 (구)구청별관주차장(구),도봉구 창동 5-1,노상 주차장,시간제 주차장,,30,유료,1000,2000,1000,2000,1000,2000,무료,무료,0,250,5,0,0,0,37.65312879,127.0496692
노원세무서 앞 공영주차장(구),도봉구 창동 15-0,노상 주차장,시간제 주차장,,28,유료,800,1900,800,1900,800,1900,무료,무료,0,250,5,0,0,0,37.65371816,127.0521345
방학동 월드상가 앞 주차장(구),도봉구 방학동 717-0 ,노상 주차장,시간제 주차장,,1,유료,900,1800,900,1800,900,1800,무료,무료,0,250,5,0,0,0,37.66825212,127.0464728
남부여성발전센터(시),금천구 시흥동 139-2,노외 주차장,시간제 주차장,02-2648-8292,129,유료,700,2400,700,2400,700,2400,무료,무료,100000,150,5,150,5,0,37.46326988,126.9060565
장안공원지하주차장(구),동대문구 장안동 300-0,노외 주차장,시간제 + 거주자 주차장,,163,유료,900,1900,900,1900,900,1900,무료,무료,0,1000,60,0,0,10000,37.57739367,127.0713961
신방화역환승주차장(시),강서구 마곡동 731-103,노외 주차장,시간제 주차장,02-3405-4581,200,유료,0,2400,0,2400,0,2400,무료,무료,65000,100,5,100,5,0,37.56685475,126.8176835
송림기사식당길(B) 공영주차장(구),광진구 자양동 581-3,노상 주차장,시간제 주차장,02-2049-4540,8,유료,900,1900,900,1500,0,0,무료,유료,0,200,5,200,5,0,37.53151711,127.0750653
진흥로(시),은평구 역촌동 41-8,노상 주차장,시간제 주차장,031-903-3345,18,유료,900,1800,0,0,0,0,유료,유료,0,150,5,150,5,0,37.60352348,126.9212791
봉천복개3(시),관악구 신림동 1467-3,노상 주차장,시간제 주차장,031-903-3345,67,유료,900,1900,900,1500,0,0,무료,유료,0,250,5,250,5,0,37.48745265,126.9318469
고분다리 전통시장 공영주차장(구),강동구 천호동 280-9,노외 주차장,시간제 주차장,02-478-6147,26,유료,0,2400,0,2400,0,2400,무료,무료,85000,150,5,150,5,0,37.54304932,127.1322236
도봉로15길(시),강북구 미아동 458-7,노상 주차장,시간제 주차장,02-2648-8292,21,유료,900,1800,0,0,0,0,유료,유료,0,150,5,150,5,0,37.61656975,127.0285204
원효대교남단(시),영등포구 여의도동 5-0,노상 주차장,시간제 주차장,031-903-3345,23,유료,900,1900,900,1500,0,0,무료,유료,0,250,5,250,5,0,37.52232342,126.9367306
청계8가(북)(시),동대문구 신설동 109-2,노상 주차장,시간제 주차장,02-2272-8821,37,유료,900,1900,900,1500,0,0,무료,유료,0,500,5,650,5,0,37.57063582,127.0282482
청계8가(남)(시),성동구 상왕십리동 291-11,노상 주차장,시간제 주차장,02-2272-8821,72,유료,900,1900,900,1500,0,0,무료,유료,0,500,5,650,5,0,37.56949519,127.0311603
월계역(시),노원구 월계동 589-3,노외 주차장,시간제 주차장,,40,유료,900,1900,900,1500,0,0,무료,유료,50000,100,5,100,5,0,37.634598,127.059314
가양라이품주차장(시),강서구 가양동 1457-1,노외 주차장,시간제 주차장,02-2290-6144,39,유료,0,2400,0,2400,0,2400,무료,무료,0,100,5,100,5,0,37.57155732,126.8416529
신영시장 공동주차장(구),양천구 신월동 114-16,노외 주차장,시간제 주차장,,23,유료,900,1900,900,1900,900,1900,무료,무료,50000,150,5,150,5,9000,37.53302124,126.8362542
마른내로(시),중구 오장동 69-3 중구 오장동 69-3,노상 주차장,시간제 주차장,02)2273-0006,17,유료,900,1800,0,0,0,0,유료,유료,0,500,5,500,5,0,37.56448992,126.9993067
관악신사시장 공영주차장(구),관악구 신림동 494-37,노외 주차장,시간제 + 거주자 주차장,02-2081-2670,13,유료,1000,2000,1000,2000,1000,2000,무료,무료,0,150,5,150,5,0,37.48671865,126.9172816
중곡초교(구),중랑구 면목동 380-0,노외 주차장,시간제 주차장,,140,유료,0,2400,0,2400,0,2400,무료,무료,50000,100,5,100,5,0,37.57427209,127.0837763
라온드베뉴(구),중랑구 망우동 207-2,노외 주차장,시간제 + 거주자 주차장,,200,유료,0,2400,0,2400,0,2400,무료,무료,0,100,5,100,5,0,37.60007938,127.1043541
중계4동 임시공영주차장(구),노원구 중계동 606-2,노외 주차장,시간제 주차장,,42,유료,1000,1900,0,0,0,0,유료,유료,100000,150,5,150,5,8100,37.65859344,127.0735567
장위전통시장 공영주차장(구),성북구 장위동 68-130,노외 주차장,시간제 주차장,02-6925-0023,20,유료,0,2400,0,2400,0,2400,무료,무료,120000,150,5,150,5,10000,37.61025825,127.0498604
반포4동 주민센터(구),서초구 반포동 74-7,노외 주차장,시간제 + 거주자 주차장,,51,유료,0,2400,0,2400,0,2400,무료,무료,120000,300,10,300,10,0,37.497486,127.0003389
양재2동주민센터 공영주차장(구),서초구 양재동 323-1,노외 주차장,시간제 주차장,,31,유료,700,2100,700,2100,700,2100,무료,무료,120000,300,10,300,10,0,37.47065988,127.0412941
영등포구청환승주차장(구),영등포구 당산동3가 370-4,노외 주차장,시간제 주차장,02-2650-1435,66,유료,600,2200,600,2200,600,2200,무료,무료,84000,100,5,100,5,0,37.52462558,126.8956473
정릉천변 공영주차장(구),동대문구 제기동 1159-0 ,노상 주차장,시간제 주차장,011-9953-6949,64,유료,900,1900,900,1500,0,0,무료,유료,120000,500,10,500,10,36000,37.58351342,127.0360478
동서시장 과일채소부 공영주차장(구),동대문구 제기동 849-0,노상 주차장,시간제 주차장,02-962-1650,94,유료,900,1900,900,1500,0,0,무료,유료,0,300,10,300,10,36000,37.58095279,127.0405944
동서시장 식품 공영주차장(구),동대문구 제기동 854-1,노상 주차장,시간제 주차장,,65,유료,900,1900,900,1500,0,0,무료,유료,0,300,10,300,10,36000,37.58266955,127.0405519
장안보성연립노상주차장(구),동대문구 장안동 427-4 ,노상 주차장,시간제 주차장,010-2677-4584,12,유료,900,1900,900,1500,0,0,무료,유료,120000,500,10,500,10,36000,37.56588168,127.0660856
동대문소방서노상(구),동대문구 장안동 434-0,노상 주차장,시간제 주차장,02-456-2591,9,유료,900,1900,900,1500,0,0,무료,유료,120000,500,10,500,10,36000,37.564041,127.0672118
이경시장 공영주차장(구),동대문구 이문동 86-52 ,노상 주차장,시간제 주차장,010-2214-4934,27,유료,900,1900,900,1500,0,0,무료,유료,120000,500,10,500,10,36000,37.59599731,127.0654817
신답고가 주변(구),동대문구 답십리동 530-6,노상 주차장,시간제 주차장,010-5278-4125,22,유료,900,1900,900,1500,0,0,무료,유료,120000,500,10,500,10,36000,37.57023162,127.050032
