업소 명,업종 명,업태 명,주소,위도,경도,X (N),Y (E),전화번호,지역구,,,,,,,,,,,,,,,X (N),Y (E),,가좌역,연남동,동교어린이공원,연트럴파크,홍대입구역 6번출구,참새방앗간 ,서강대역,서강대총동창회관,광성벤처프라자,공덕 파크자이,공덕역,브라운스톤 공덕,효창 푸르지오,효창공원역,,제한거리
팀 1994,일반음식점,경양식, 명물길 37 (창천동외 8필지(지상2층)) ,37.55858024,126.9381776,451012.8494,194538.254,0231470907,서대문구,,,,,,,,,,,,,,,451012.8494,194538.254,,,,,,,,,,,,,,,,,
미도참치,일반음식점,한식, 연세로 37 지하1층 (창천동) ,37.55887498,126.9366834,451045.6459,194406.2698,0262233636,서대문구,,,,,,,,,,,,,,,451045.6459,194406.2698,,,,,,,,,,,,,,,,,
형제갈비,일반음식점,한식, 명물1길 2 (창천동(지상4층)) ,37.55783739,126.9373498,450930.4582,194465.0627,023650001,서대문구,,,,,,,,,,,,,,,450930.4582,194465.0627,,,,,,,,,,,,,,,,,
형제갈비한우숯불,일반음식점,한식, 명물1길 2 (창천동(지상3층)) ,37.55783739,126.9373498,450930.4582,194465.0627,023650001,서대문구,,,,,,,,,,,,,,,450930.4582,194465.0627,,,,,,,,,,,,,,,,,
형제갈비회관,일반음식점,한식, 명물1길 2 (창천동(지상2층)) ,37.55783739,126.9373498,450930.4582,194465.0627,023650002,서대문구,,,,,,,,,,,,,,,450930.4582,194465.0627,,,,,,,,,,,,,,,,,
뽕잎샤브칼국수보쌈냉면,일반음식점,한식, 연세로 30 (창천동) ,37.55826975,126.9371321,450978.4531,194445.865,023654337,서대문구,,,,,,,,,,,,,,,450978.4531,194445.865,,,,,,,,,,,,,,,,,
온더보더 신촌1호점,일반음식점,경양식, 신촌로 113 (창천동777880117 (지상2층)) ,37.55597477,126.9385691,450723.6803,194572.6499,023240682,서대문구,,,,,,,,,,,,,,,450723.6803,194572.6499,,,,,,,,,,,,,,,,,
봉추찜닭,일반음식점,경양식, 명물길 27-23 (창천동(지하1층~지상1층)) ,37.5586813,126.9384446,451024.0482,194561.8512,023633623,서대문구,,,,,,,,,,,,,,,451024.0482,194561.8512,,,,,,,,,,,,,,,,,
참이맛감자탕,일반음식점,한식, 명물길 45-4 (창천동) ,37.55885799,126.9386346,451043.6461,194578.6491,023926516,서대문구,,,,,,,,,,,,,,,451043.6461,194578.6491,,,,,,,,,,,,,,,,,
희원,일반음식점,일식, 연세로 8 (창천동) ,37.55619025,126.9371338,450747.6778,194445.865,023927757,서대문구,,,,,,,,,,,,,,,450747.6778,194445.865,,,,,,,,,,,,,,,,,
카우키,일반음식점,한식, 연세로 8-1 (창천동) ,37.55634171,126.9373012,450764.476,194460.6633,023135505,서대문구,,,,,,,,,,,,,,,450764.476,194460.6633,,,,,,,,,,,,,,,,,
스파게티니 팩토리,일반음식점,경양식, 연세로 12 (창천동) ,37.55663358,126.9372014,450796.8725,194451.8643,023230074,서대문구,,,,,,,,,,,,,,,450796.8725,194451.8643,,,,,,,,,,,,,,,,,
홍콩반점0410(신촌2호점),일반음식점,중국식, 명물길 14 지층 (창천동) ,37.55752401,126.9376669,450895.6619,194493.0594,0231470410,서대문구,,,,,,,,,,,,,,,450895.6619,194493.0594,,,,,,,,,,,,,,,,,
수빈떡갈비,일반음식점,한식, 연희로25길 29 (연희동(지하1층~지상2층)) ,37.57200656,126.9342317,452503.0898,194190.6956,023079979,서대문구,,,,,,,,,,,,,,,452503.0898,194190.6956,,,,,,,,,,,,,,,,,
망향비빔국수,일반음식점,한식, 연희로 60 (연희동연희소프트빌 1층) ,37.56365659,126.9288062,451576.789,193710.7531,0172384407,서대문구,,,,,,,,,,,,,,,451576.789,193710.7531,,,,,,,,,,,,,,,,,
키즐리(kizzly),일반음식점,경양식, 연희로 81-5 (연희동4~5층) ,37.56555626,126.9294291,451787.5664,193765.9465,023325442,서대문구,,,,,,,,,,,,,,,451787.5664,193765.9465,,,,,,,,,,,,,,,,,
후지산,일반음식점,일식, 연희로 79 (연희동지상 34층) ,37.56548427,126.9295786,451779.5673,193779.1449,023240191,서대문구,,,,,,,,,,,,,,,451779.5673,193779.1449,,,,,,,,,,,,,,,,,
하노이의아침,일반음식점,기타(일반음식점), 연희맛로 10 (연희동지상1층) ,37.5660678,126.9290438,451844.3604,193731.9505,023241401,서대문구,,,,,,,,,,,,,,,451844.3604,193731.9505,,,,,,,,,,,,,,,,,
연희동손칼국수,일반음식점,한식, 연희맛로 37 (연희동) ,37.56822039,126.9307487,452083.1348,193882.7325,023333955,서대문구,,,,,,,,,,,,,,,452083.1348,193882.7325,,,,,,,,,,,,,,,,,
알렌관,일반음식점,한식, 연세로 50 (신촌동 알렌관) ,37.56380482,126.9429316,451592.3874,194958.6036,0221234101,서대문구,,,,,,,,,,,,,,,451592.3874,194958.6036,,,,,,,,,,,,,,,,,
한고가세브란스점,일반음식점,한식, 연세로 50 3층 (신촌동 세브란스병원본관) ,37.56380482,126.9429316,451592.3873,194958.6036,0222277800,서대문구,,,,,,,,,,,,,,,451592.3873,194958.6036,,,,,,,,,,,,,,,,,
석란,일반음식점,한식, 성산로 515 (대신동) ,37.56303376,126.9433351,451506.7965,194994.1994,023934690,서대문구,,,,,,,,,,,,,,,451506.7965,194994.1994,,,,,,,,,,,,,,,,,
여울,일반음식점,한식, 북아현로 89 (북아현동(지상1층)) ,37.5644904,126.9529912,451667.9793,195847.2972,023138677,서대문구,,,,,,,,,,,,,,,451667.9793,195847.2972,,,,,,,,,,,,,,,,,
소담 한정식부페,일반음식점,한식, 응암로 133 지상1층 (북가좌동) ,37.5845464,126.9142718,453896.1407,192428.9066,023063500,서대문구,,,,,,,,,,,,,,,453896.1407,192428.9066,,,,,,,,,,,,,,,,,
미스터피자 이대점,일반음식점,통닭(치킨), 이화여대8길 10 (대현동) ,37.55867433,126.9463309,451022.8483,195258.5677,023633355,서대문구,,,,,,,,,,,,,,,451022.8483,195258.5677,,,,,,,,,,,,,,,,,
놀부부대찌개와 철판구이,일반음식점,한식, 이화여대2길 4 (대현동(지상1층)) ,37.55725428,126.9461599,450865.2652,195243.3695,023137892,서대문구,,,,,,,,,,,,,,,450865.2652,195243.3695,,,,,,,,,,,,,,,,,
명동불낙샤브수끼,일반음식점,한식, 이화여대7길 30 2층 (대현동) ,37.55883178,126.9439042,451040.4464,195044.1934,023121948,서대문구,,,,,,,,,,,,,,,451040.4464,195044.1934,,,,,,,,,,,,,,,,,
일마레이대점,일반음식점,경양식, 이화여대길 76 ,37.55930408,126.9442796,451092.8408,195077.3894,0231472222,서대문구,,,,,,,,,,,,,,,451092.8408,195077.3894,,,,,,,,,,,,,,,,,
하노이의아침,일반음식점,기타(일반음식점), 연대동문길 45 (대신동(지상3층)) ,37.5644218,126.9444162,451660.78,195089.7879,023935320,서대문구,,,,,,,,,,,,,,,451660.78,195089.7879,,,,,,,,,,,,,,,,,
화수목,일반음식점,중국식, 서강로 60 (창전동1층) ,37.54852542,126.9321837,449897.3688,194007.9175,0231423611,마포구,,,,,,,,,,,,,,,449897.3688,194007.9175,,,,,,,,,,,,,,,,,
마포원조주물럭집,일반음식점,한식, 토정로 316 (용강동 지상1~2층) ,37.53951777,126.9434751,448897.0759,195004.9981,027183001,마포구,,,,,,,,,,,,,,,448897.0759,195004.9981,,,,,,,,,,,,,,,,,
봉피양 마포,일반음식점,한식, 토정로 308 ,37.54009053,126.9429044,448960.6691,194954.6041,027152295,마포구,,,,,,,,,,,,,,,448960.6691,194954.6041,,,,,,,,,,,,,,,,,
청춘구락부,일반음식점,한식, 토정로 308 1 2층 (용강동) ,37.54009053,126.9429044,448960.6691,194954.6041,027021399,마포구,,,,,,,,,,,,,,,448960.6691,194954.6041,,,,,,,,,,,,,,,,,
한라수산,일반음식점,일식, 토정로 304 (용강동) ,37.54025621,126.9426871,448979.0671,194935.4064,027010455,마포구,,,,,,,,,,,,,,,448979.0671,194935.4064,,,,,,,,,,,,,,,,,
램랜드,일반음식점,한식, 토정로 255 1층 (용강동) ,37.54344744,126.938869,449333.4292,194598.2468,027040223,마포구,,,,,,,,,,,,,,,449333.4292,194598.2468,,,,,,,,,,,,,,,,,
마포원조주물럭,일반음식점,한식, 토정로 294 (용강동) ,37.54082524,126.9418584,449042.2603,194862.2152,027193001,마포구,,,,,,,,,,,,,,,449042.2603,194862.2152,,,,,,,,,,,,,,,,,
마포갈비집,일반음식점,한식, 토정로 315 (용강동) ,37.53994697,126.9441492,448944.6708,195064.5909,027164393,마포구,,,,,,,,,,,,,,,448944.6708,195064.5909,,,,,,,,,,,,,,,,,
모이세해장국,일반음식점,한식, 토정로 286 (용강동) ,37.54142675,126.9411337,449109.0532,194798.2228,027180523,마포구,,,,,,,,,,,,,,,449109.0532,194798.2228,,,,,,,,,,,,,,,,,
마포본토갈비,일반음식점,한식, 토정로 275 (용강동1.2층) ,37.54223737,126.9405764,449199.0435,194749.0287,027144936,마포구,,,,,,,,,,,,,,,449199.0435,194749.0287,,,,,,,,,,,,,,,,,
(주)한농푸드시스템홍익대점,일반음식점,한식, 와우산로 94 (상수동 홍대홍문관 지하1층) ,37.5525179,126.9249916,450340.9213,193372.7935,027411300,마포구,,,,,,,,,,,,,,,450340.9213,193372.7935,,,,,,,,,,,,,,,,,
화우명가,일반음식점,한식, 토정로37길 41 (염리동외3필지 2층) ,37.54270881,126.9467089,449251.038,195290.9638,027026034,마포구,,,,,,,,,,,,,,,449251.038,195290.9638,,,,,,,,,,,,,,,,,
샤르르샤브샤브 마포점,일반음식점,한식, 토정로37길 41 (염리동 2층) ,37.54270881,126.9467089,449251.038,195290.9638,027175082,마포구,,,,,,,,,,,,,,,449251.038,195290.9638,,,,,,,,,,,,,,,,,
이조케터링서비스(주)건강보험관리공단,일반음식점,한식, 독막로 311 (염리동) ,37.543841,126.9479031,449376.6245,195396.5512,027013598,마포구,,,,,,,,,,,,,,,449376.6245,195396.5512,,,,,,,,,,,,,,,,,
섬진강민물장어구이,일반음식점,한식, 백범로24길 1 ,37.54598433,126.945566,449614.5991,195190.1759,027159224,마포구,,,,,,,,,,,,,,,449614.5991,195190.1759,,,,,,,,,,,,,,,,,
백리향,일반음식점,중국식, 동교로 278 (연남동24) ,37.56394709,126.9264923,451609.1855,193506.3775,023368227,마포구,,,,,,,,,,,,,,,451609.1855,193506.3775,,,,,,,,,,,,,,,,,
하오밍,일반음식점,중국식, 마포대로16가길 5 (아현동 지상1층) ,37.55104919,126.9573814,450176.139,196234.4509,023125933,마포구,,,,,,,,,,,,,,,450176.139,196234.4509,,,,,,,,,,,,,,,,,
욕지도,일반음식점,일식, 마포대로16길 13 (아현동 1층) ,37.55079682,126.9571416,450148.142,196213.2534,023136007,마포구,,,,,,,,,,,,,,,450148.142,196213.2534,,,,,,,,,,,,,,,,,
가마골,일반음식점,한식, 마포대로24길 51 1층 (아현동) ,37.55182924,126.9620299,450262.5297,196645.2017,023634801,마포구,,,,,,,,,,,,,,,450262.5297,196645.2017,,,,,,,,,,,,,,,,,
(주)거구상사(거구장),일반음식점,한식, 백범로 23 (신수동외 8필지) ,37.55243512,126.937558,450330.9224,194483.0606,027153611,마포구,,,,,,,,,,,,,,,450330.9224,194483.0606,,,,,,,,,,,,,,,,,
아웃백 스테이크하우스 성산점,일반음식점,경양식, 월드컵북로 137 (성산동시에스타워2층) ,37.56482711,126.9116639,451707.9749,192196.5344,023387911,마포구,,,,,,,,,,,,,,,451707.9749,192196.5344,,,,,,,,,,,,,,,,,
청기와,일반음식점,한식, 월드컵북로 29 (서교동지하1~4층) ,37.55736156,126.9193687,450878.8637,192876.453,023320061,마포구,,,,,,,,,,,,,,,450878.8637,192876.453,,,,,,,,,,,,,,,,,
가브리엘레스토랑,일반음식점,경양식, 잔다리로 42 지하1층1층2층층 (서교동) ,37.55212847,126.9192295,450298.1259,192863.6545,023227167,마포구,,,,,,,,,,,,,,,450298.1259,192863.6545,,,,,,,,,,,,,,,,,
작가(오뙤르),일반음식점,일식, 어울마당로 71 (서교동 지하1층지상1~4층) ,37.55141262,126.921213,450218.5344,193038.8335,023375224,마포구,,,,,,,,,,,,,,,450218.5344,193038.8335,,,,,,,,,,,,,,,,,
신원복집식당,일반음식점,복어취급, 홍익로 29 2층동 (서교동) ,37.55463857,126.921789,450576.4961,193090.0274,023331977,마포구,,,,,,,,,,,,,,,450576.4961,193090.0274,,,,,,,,,,,,,,,,,
화에이엔디동천홍,일반음식점,중국식, 와우산로 49 (상수동8층) ,37.54899174,126.9227319,449949.7632,193172.8175,023220056,마포구,,,,,,,,,,,,,,,449949.7632,193172.8175,,,,,,,,,,,,,,,,,
(주)메리킹,일반음식점,경양식, 와우산로 94 홍문관16층동 (상수동) ,37.5525179,126.9249916,450340.9213,193372.7935,027107117,마포구,,,,,,,,,,,,,,,450340.9213,193372.7935,,,,,,,,,,,,,,,,,
놀부보쌈&amp;부대찌개상수점,일반음식점,한식, 독막로 101 (상수동 BR엘리텔  A동 1층) ,37.54824322,126.9244482,449866.5721,193324.3993,023325382,마포구,,,,,,,,,,,,,,,449866.5721,193324.3993,,,,,,,,,,,,,,,,,
하나유키,일반음식점,일식, 마포대로 25 (마포동) ,37.53937786,126.944833,448881.4775,195124.9837,027160111,마포구,,,,,,,,,,,,,,,448881.4775,195124.9837,,,,,,,,,,,,,,,,,
(주)현래장,일반음식점,중국식, 마포대로 20 (마포동) ,37.53842647,126.9449876,448775.8888,195138.5821,027120730,마포구,,,,,,,,,,,,,,,448775.8888,195138.5821,,,,,,,,,,,,,,,,,
고구려홍대점(주)덕용푸드시스템,일반음식점,중국식, 월드컵북로 14 (동교동) ,37.55641448,126.920506,450773.675,192976.8409,023144475,마포구,,,,,,,,,,,,,,,450773.675,192976.8409,,,,,,,,,,,,,,,,,
옥토버훼스트홍대점,일반음식점,경양식, 양화로 148 (동교동지하1층) ,37.55561222,126.9226572,450684.4845,193166.8182,023338320,마포구,,,,,,,,,,,,,,,450684.4845,193166.8182,,,,,,,,,,,,,,,,,
주)서울가든중식당 왕후,일반음식점,중국식, 마포대로 58 (도화동) ,37.5406841,126.9483624,449026.262,195436.9464,027179441,마포구,,,,,,,,,,,,,,,449026.262,195436.9464,,,,,,,,,,,,,,,,,
이룸웨딩컨벤션,일반음식점,경양식, 마포대로 78 20층 (도화동 경찰공제회 자람빌딩) ,37.54188124,126.9497737,449159.0478,195561.7314,027142121,마포구,,,,,,,,,,,,,,,449159.0478,195561.7314,,,,,,,,,,,,,,,,,
장군시오야끼,일반음식점,한식, 삼개로3길 6 (도화동) ,37.53865118,126.9477618,448800.6862,195383.7527,027036800,마포구,,,,,,,,,,,,,,,448800.6862,195383.7527,,,,,,,,,,,,,,,,,
장수갈매기,일반음식점,한식, 도화길 46 (도화동) ,37.54166539,126.9507017,449135.0504,195643.7216,027167766,마포구,,,,,,,,,,,,,,,449135.0504,195643.7216,,,,,,,,,,,,,,,,,
부엉이갈비,일반음식점,한식, 새창로2길 17 ,37.54102319,126.9490773,449063.858,195500.1388,027150700,마포구,,,,,,,,,,,,,,,449063.858,195500.1388,,,,,,,,,,,,,,,,,
스시와,일반음식점,일식, 큰우물로 7 (대흥동2층) ,37.5450845,126.9405288,449515.0097,194745.0292,027060846,마포구,,,,,,,,,,,,,,,449515.0097,194745.0292,,,,,,,,,,,,,,,,,
신의주찹쌀순대전문점,일반음식점,한식, 서강로 128 (노고산동) ,37.5536339,126.9350718,450464.1081,194263.4869,027151772,마포구,,,,,,,,,,,,,,,450464.1081,194263.4869,,,,,,,,,,,,,,,,,
지호한방삼계탕,일반음식점,한식, 토정로 193 ,37.54583706,126.9325619,449599.0007,194041.1135,027180802,마포구,,,,,,,,,,,,,,,449599.0007,194041.1135,,,,,,,,,,,,,,,,,
삼성웰스토리(주)에쓰오일본사,일반음식점,한식, 백범로 192 (공덕동 지하1층) ,37.54323351,126.9516195,449309.0318,195724.9119,027014188,마포구,,,,,,,,,,,,,,,449309.0318,195724.9119,,,,,,,,,,,,,,,,,
동원참치,일반음식점,일식, 마포대로 109 (공덕동지2층롯데캐슬B204호) ,37.5451181,126.950885,449518.2094,195660.1196,027017233,마포구,,,,,,,,,,,,,,,449518.2094,195660.1196,,,,,,,,,,,,,,,,,
토궁,일반음식점,한식, 백범로 172 (공덕동) ,37.54422006,126.9493648,449418.62,195525.7357,0232723340,마포구,,,,,,,,,,,,,,,449418.62,195525.7357,,,,,,,,,,,,,,,,,
마포진짜원조최대포,일반음식점,한식, 만리재로1길 3 ,37.54453475,126.952112,449453.4163,195768.5067,023235055,마포구,,,,,,,,,,,,,,,449453.4163,195768.5067,,,,,,,,,,,,,,,,,
엉터리생고기,일반음식점,한식, 월드컵로 87 (망원동 마포로얄프라자 2층 207208호) ,37.55647484,126.9092428,450781.2741,191981.7601,023220333,마포구,,,,,,,,,,,,,,,450781.2741,191981.7601,,,,,,,,,,,,,,,,,
품회구,일반음식점,중국식, 마포대로14가길 12 (공덕동12층) ,37.549636,126.9562279,450019.3557,196132.4631,027073229,마포구,,,,,,,,,,,,,,,450019.3557,196132.4631,,,,,,,,,,,,,,,,,
비비고상암점,일반음식점,한식, 상암산로 66 (상암동 CJ E&amp;M센터 지하1층) ,37.57851271,126.8915873,453228.6121,190424.7465,0267404300,마포구,,,,,,,,,,,,,,,453228.6121,190424.7465,,,,,,,,,,,,,,,,,
러빙헛,일반음식점,정종/대포집(선술집), 연세로 35 ,37.55872723,126.9367107,451029.2476,194408.6695,023226441,서대문구,,,,,,,,,,,,,,,451029.2476,194408.6695,,,,,,,,,,,,,,,,,
VIPS 신촌현대 U-Plex,일반음식점,경양식, 연세로 13 11층 (창천동 신촌현대백화점 U-Plex) ,37.55673775,126.9365585,450808.4713,194395.0711,0231451997,서대문구,,,,,,,,,,,,,,,450808.4713,194395.0711,,,,,,,,,,,,,,,,,
씨제이푸드빌(주)빕스홍대YZ파크점,일반음식점,경양식, 양화로 176 (동교동 YZ파크 6층) ,37.55723912,126.9249733,450864.8652,193371.5937,0267404254,마포구,,,,,,,,,,,,,,,450864.8652,193371.5937,,,,,,,,,,,,,,,,,
씨제이푸드빌(주)빕스마포역점,일반음식점,경양식, 마포대로 25 (마포동 대농빌딩 2층) ,37.53938146,126.944833,448881.8775,195124.9837,027023997,마포구,,,,,,,,,,,,,,,448881.8775,195124.9837,,,,,,,,,,,,,,,,,
스칼라티움 상암월드컵점,일반음식점,뷔페식, 월드컵로 240 (성산동2층) ,37.56828971,126.8972753,452093.5337,190925.8865,023063600,마포구,,,,,,,,,,,,,,,452093.5337,190925.8865,,,,,,,,,,,,,,,,,
옹기,일반음식점,한식, 마포대로  144 태영빌딩 지하1층 ,37.54700054,126.9537581,449726.987,195914.0892,027140116,마포구,,,,,,,,,,,,,,,449726.987,195914.0892,,,,,,,,,,,,,,,,,
돌깨마을 맷돌순두부,일반음식점,분식, 연세로5가길 3 ,37.55721328,126.9361914,450861.2656,194362.675,023331722,서대문구,,,,,,,,,,,,,,,450861.2656,194362.675,,,,,,,,,,,,,,,,,
씨제이푸드빌(주)더플레이스다이닝&amp;BBIS,일반음식점,경양식, 남산공원길  126(광장12층 용산동) ,37.5508583,126.9907611,450154.1413,199183.6977,0234559220,용산구,,,,,,,,,,,,,,,450154.1413,199183.6977,,,,,,,,,,,,,,,,,
씨제이푸드빌(주)엔그릴,일반음식점,경양식, 남산공원길  126(용산동 전망5층) ,37.5508583,126.9907611,450154.1413,199183.6977,0221055727,용산구,,,,,,,,,,,,,,,450154.1413,199183.6977,,,,,,,,,,,,,,,,,
씨제이푸드빌(주)한쿡,일반음식점,한식, 남산공원길  126(전망1층 용산동) ,37.5508583,126.9907611,450154.1413,199183.6977,0234559292,용산구,,,,,,,,,,,,,,,450154.1413,199183.6977,,,,,,,,,,,,,,,,,
일비노로소,일반음식점,경양식, 두텁바위로60길  25(지상12층 후암동) ,37.55040693,126.9829572,450104.1467,198494.1803,027540011,용산구,,,,,,,,,,,,,,,450104.1467,198494.1803,,,,,,,,,,,,,,,,,
정성본샤브수끼(모라비아),일반음식점,한식, 한강대로23길 55 ,37.52977,126.9647427,447814.3918,196883.9731,0220120555,용산구,,,,,,,,,,,,,,,447814.3918,196883.9731,,,,,,,,,,,,,,,,,
객코스테라스,일반음식점,기타(일반음식점), 보광로 127 (이태원동(지상2층)) ,37.53408549,126.9937184,448292.7406,199444.8665,027499425,용산구,,,,,,,,,,,,,,,448292.7406,199444.8665,,,,,,,,,,,,,,,,,
마산식당,일반음식점,한식, 월드컵로1길 30 ,37.54954948,126.9112338,450012.5564,192156.9391,023255523,마포구,,,,,,,,,,,,,,,450012.5564,192156.9391,,,,,,,,,,,,,,,,,
지호한방삼계탕,일반음식점,한식, 월드컵로 31 (합정동) ,37.55219545,126.9120817,450306.125,192232.1301,023338827,마포구,,,,,,,,,,,,,,,450306.125,192232.1301,,,,,,,,,,,,,,,,,
홍대 벽돌집 2호점,일반음식점,한식, 와우산로21길 21 (서교동 1층) ,37.55226414,126.9226968,450312.9243,193170.0178,023385585,마포구,,,,,,,,,,,,,,,450312.9243,193170.0178,,,,,,,,,,,,,,,,,
홍반장신의주찹쌀순대&amp;감자탕,일반음식점,한식, 월드컵북로 381 (상암동 상암택지개발지구상암월드컵4단지상가 101102103104호) ,37.57795252,126.88989,453166.6188,190274.7645,023756464,마포구,,,,,,,,,,,,,,,453166.6188,190274.7645,,,,,,,,,,,,,,,,,
김굴아굴국밥,일반음식점,한식, 월드컵북로 396 ,37.57944137,126.8903225,453331.8011,190313.1599,023099405,마포구,,,,,,,,,,,,,,,453331.8011,190313.1599,,,,,,,,,,,,,,,,,
합정동원조황소곱창구이전문,일반음식점,한식, 월드컵로 91 ,37.556853,126.9089073,450823.2697,191952.1636,023376560,마포구,,,,,,,,,,,,,,,450823.2697,191952.1636,,,,,,,,,,,,,,,,,
(주)본가홍대점,일반음식점,한식, 양화로 144 (동교동) ,37.55537777,126.9223677,450658.4873,193141.2212,023226235,마포구,,,,,,,,,,,,,,,450658.4873,193141.2212,,,,,,,,,,,,,,,,,
동강참치,일반음식점,일식, 연세로2다길 54 ,37.55728432,126.9411348,450868.8648,194799.4227,023624355,서대문구,,,,,,,,,,,,,,,450868.8648,194799.4227,,,,,,,,,,,,,,,,,
제이앤제이드래곤(JNJDRAGON),일반음식점,중국식, 모래내로 241 (남가좌동) ,37.57556923,126.9253761,452899.0475,193408.7892,023362392,서대문구,,,,,,,,,,,,,,,452899.0475,193408.7892,,,,,,,,,,,,,,,,,
티원(T園),일반음식점,중국식, 청파로 378 3층 301호 (동자동) ,37.55361895,126.969367,450460.9085,197293.5241,023920987,용산구,,,,,,,,,,,,,,,450460.9085,197293.5241,,,,,,,,,,,,,,,,,
씨제이푸드빌(주)빕스홍대YZ파크점,일반음식점,경양식, 양화로 176 (동교동 YZ파크 6층) ,37.55724633,126.9249869,450865.6651,193372.7935,0267404254,마포구,,,,,,,,,,,,,,,450865.6651,193372.7935,,,,,,,,,,,,,,,,,
월순 철판 동태찜,일반음식점,한식, 연희로11가길 50 ,37.56655335,126.9274225,451898.3546,193588.7677,023251567,서대문구,,,,,,,,,,,,,,,451898.3546,193588.7677,,,,,,,,,,,,,,,,,
이화,일반음식점,한식, 이촌로64길 34 ,37.51992523,126.9697246,446721.7087,197323.9204,027987833,용산구,,,,,,,,,,,,,,,446721.7087,197323.9204,,,,,,,,,,,,,,,,,
용강식당,일반음식점,한식, 원효로25길 18 ,37.53282589,126.9534636,448153.9554,195887.2924,027034047,용산구,,,,,,,,,,,,,,,448153.9554,195887.2924,,,,,,,,,,,,,,,,,
콴쒸이,일반음식점,중국식, 원효로 70 (원효로4가 118-1 지상2층) ,37.53250441,126.9516445,448118.3592,195726.5117,027157079,용산구,,,,,,,,,,,,,,,448118.3592,195726.5117,,,,,,,,,,,,,,,,,
할매보쌈애부대찌개,일반음식점,한식, 원효로41길 58(지상1층 원효로2가) ,37.53534405,126.9604859,448433.1255,196508.0181,027049236,용산구,,,,,,,,,,,,,,,448433.1255,196508.0181,,,,,,,,,,,,,,,,,
청운숯불갈비,일반음식점,한식, 청파로 383-8 ,37.55415571,126.968484,450520.5021,197215.5334,027112625,용산구,,,,,,,,,,,,,,,450520.5021,197215.5334,,,,,,,,,,,,,,,,,
미성일식,일반음식점,일식, 한강대로84길 12 (남영동(지상1층)) ,37.54355033,126.973232,449343.4281,197634.6832,027963068,용산구,,,,,,,,,,,,,,,449343.4281,197634.6832,,,,,,,,,,,,,,,,,
화포식당,일반음식점,한식, 마포대로1길 16 (용강동 1층) ,37.53973025,126.9431446,448920.6733,194975.8016,027150083,마포구,,,,,,,,,,,,,,,448920.6733,194975.8016,,,,,,,,,,,,,,,,,
용산역전회관일구육이,일반음식점,한식, 토정로37길 47 지하1~지상4층 (염리동) ,37.542936,126.9470166,449276.2353,195318.1606,027030019,마포구,,,,,,,,,,,,,,,449276.2353,195318.1606,,,,,,,,,,,,,,,,,
본가마포용강점,일반음식점,한식, 토정로35길 11 (용강동인우빌딩 1층 101호) ,37.54050548,126.943927,449006.6641,195044.9933,027060889,마포구,,,,,,,,,,,,,,,449006.6641,195044.9933,,,,,,,,,,,,,,,,,
주문진항,일반음식점,한식, 토정로 257 ,37.54326374,126.9390683,449313.0313,194615.8447,027141233,마포구,,,,,,,,,,,,,,,449313.0313,194615.8447,,,,,,,,,,,,,,,,,
상암대게하우스,일반음식점,한식, 월드컵로 190 상암대우 이안마이홈 2차 1층 ,37.56417904,126.9032889,451636.7826,191456.623,023087703,마포구,,,,,,,,,,,,,,,451636.7826,191456.623,,,,,,,,,,,,,,,,,
성산동칼국수,일반음식점,한식, 모래내로 63 ,37.56565834,126.9099515,451800.3651,192045.3525,023733964,마포구,,,,,,,,,,,,,,,451800.3651,192045.3525,,,,,,,,,,,,,,,,,
(주)맛있는교토홍대점,일반음식점,일식, 독막로3길 17 12층 (서교동) ,37.54924716,126.9167521,449978.5601,192644.4807,023380497,마포구,,,,,,,,,,,,,,,449978.5601,192644.4807,,,,,,,,,,,,,,,,,
서가앤쿡홍대점,일반음식점,경양식, 잔다리로 27 (서교동 1~2층) ,37.55103692,126.9198961,450176.9388,192922.4474,023265454,마포구,,,,,,,,,,,,,,,450176.9388,192922.4474,,,,,,,,,,,,,,,,,
마장동상회,일반음식점,한식, 양화로6길 53 ,37.54888355,126.9173092,449938.1644,192693.6748,0231414007,마포구,,,,,,,,,,,,,,,449938.1644,192693.6748,,,,,,,,,,,,,,,,,
곱마니,일반음식점,한식, 양화로 61 ,37.5508137,126.9150619,450152.5415,192495.2986,023335366,마포구,,,,,,,,,,,,,,,450152.5415,192495.2986,,,,,,,,,,,,,,,,,
춘자대구탕,일반음식점,한식, 월드컵북로1길 50 (서교동) ,37.55408881,126.9188924,450515.7026,192834.058,0231414428,마포구,,,,,,,,,,,,,,,450515.7026,192834.058,,,,,,,,,,,,,,,,,
신촌홍어집,일반음식점,한식, 매봉산로2길 19-6 (상암동 1층) ,37.57833231,126.8953551,453208.2143,190757.5067,023231694,마포구,,,,,,,,,,,,,,,453208.2143,190757.5067,,,,,,,,,,,,,,,,,
등심플러스,일반음식점,한식, 월드컵북로 361 디엠씨이안상암2단지 114117gh ,37.5771106,126.8914036,453073.0288,190408.3485,0263930609,마포구,,,,,,,,,,,,,,,453073.0288,190408.3485,,,,,,,,,,,,,,,,,
상암순대국,일반음식점,한식, 월드컵북로44길 50 (1층) ,37.57690473,126.8948952,453049.8313,190716.7116,023060802,마포구,,,,,,,,,,,,,,,453049.8313,190716.7116,,,,,,,,,,,,,,,,,
