업소 명	자치구 명	업종 명	업태 명	식품인증구분	식품인증 구분명	지도 Y좌표	지도 X좌표	전화번호	도로명상세주소	도로명주소코드	도로명주소	업소인증메뉴														
소만	광진구	일반음식점	한식	1	위생등급제	37.53035175	127.0655235	02-3409-5550	68 (자양동(23층))	1.12153E+15	서울특별시 광진구 강변북로															
꽃반	광진구	일반음식점	한식	1	위생등급제	37.53109126	127.0867984	02-452-8989	30	1.12153E+15	서울특별시 광진구 자양로															
(주)브레댄코 비알씨디 스타시티점	광진구	일반음식점	경양식	1	위생등급제	37.53899806	127.0712157	02-2218-3250	92 (자양동)	1.12153E+15	서울특별시 광진구 능동로															
벨피아또	광진구	일반음식점	경양식	1	위생등급제	37.53899806	127.0712157	02-446-0006	92 (자양동)	1.12153E+15	서울특별시 광진구 능동로															
부림정1	광진구	일반음식점	한식	1	위생등급제	37.53644403	127.0627274	02-463-5455	476-7 (자양동)	1.12153E+15	서울특별시 광진구 뚝섬로															
등촌칼국수	광진구	일반음식점	분식	1	위생등급제	37.53416555	127.0762526	02-457-2564	52 (자양동)	1.12153E+15	서울특별시 광진구 자양번영로															
태원전복	광진구	일반음식점	일식	1	위생등급제	37.5540548	127.0781063	02-457-3340	270 1층 (능동)	1.12153E+15	서울특별시 광진구 능동로															
홍천화로숯불구이	광진구	일반음식점	한식	1	위생등급제	37.5559602	127.0797561	02-454-9285	27 (능동)	1.12154E+15	서울특별시 광진구 천호대로110길															
자연애덕	광진구	일반음식점	한식	1	위생등급제	37.55594568	127.07991	02-444-5788	16 (능동)	1.12154E+15	서울특별시 광진구 능동로36길															
태평양	광진구	일반음식점	일식	1	위생등급제	37.55700998	127.0782361	02-499-9192	183 (군자동)	1.12153E+15	서울특별시 광진구 군자로															
샹그라	광진구	일반음식점	중국식	1	위생등급제	37.55132428	127.0761026	02-464-8088	237 (군자동)	1.12153E+15	서울특별시 광진구 능동로															
하이난	광진구	일반음식점	중국식	1	위생등급제	37.55207009	127.0764338	02-466-0832	243-1 (군자동(지하))	1.12153E+15	서울특별시 광진구 능동로															
장수마을정육식당	광진구	일반음식점	한식	1	위생등급제	37.55193986	127.0714588	02-466-6005	100 (군자동)	1.12153E+15	서울특별시 광진구 군자로															
대공원왕갈비	광진구	일반음식점	한식	1	위생등급제	37.55132587	127.0892707	02-454-0079	666 (구의동)	1.12152E+15	서울특별시 광진구 천호대로															
뽐닭	광진구	일반음식점	한식	1	위생등급제	37.53924312	127.0920851	02-444-8279	451 (구의동세림APT 지하1층 56호)	1.12153E+15	서울특별시 광진구 아차산로															
행복한우	광진구	일반음식점	한식	1	위생등급제	37.53370034	127.0918565	02-446-6987	30 (구의동목림빌딩 1층)	1.12153E+15	서울특별시 광진구 구의강변로															
채전마루	광진구	일반음식점	한식	1	위생등급제	37.53998832	127.0834956	02-447-4460	138 (구의동신도브래뉴오피스텔101호)	1.12153E+15	서울특별시 광진구 자양로															
주식회사 평창갈비	광진구	일반음식점	한식	1	위생등급제	37.53910897	127.0930987	02-446-1451	456 (구의동(2층))	1.12153E+15	서울특별시 광진구 아차산로															
아구본가첨벙광장점	광진구	일반음식점	한식	1	위생등급제	37.53910897	127.0930987	02-3437-3535	456 (구의동)	1.12153E+15	서울특별시 광진구 아차산로															
꾼타닥	광진구	일반음식점	호프(소주방)	1	위생등급제	37.53836931	127.0941614	02-453-9971	88 (구의동)	1.12153E+15	서울특별시 광진구 구의강변로															
놀부부대찌개(구의점)	광진구	일반음식점	한식	1	위생등급제	37.53962752	127.0936425	02-446-9394	464 (구의동(2층))	1.12153E+15	서울특별시 광진구 아차산로															
백년보감 광장직영점	광진구	일반음식점	한식	1	위생등급제	37.54042014	127.0939739	02-3425-1007	471 (구의동)	1.12153E+15	서울특별시 광진구 아차산로															
Clock16	광진구	일반음식점	한식	1	위생등급제	37.55863008	127.1117068	02-455-5000	177 (광장동)	1.12153E+15	서울특별시 광진구 워커힐로															
아리아	관악구	일반음식점	호프(소주방)	1	위생등급제	37.47368608	126.9177946	02-934-2379	213 (신림동지상2층)	1.16203E+15	서울특별시 관악구 난곡로															
가든궁	광진구	일반음식점	한식	1	위생등급제	37.54752289	127.1074988	02-447-4111	4 (광장동)	1.12154E+15	서울특별시 광진구 아차산로76가길															
장순루	광진구	일반음식점	중국식	1	위생등급제	37.54783978	127.1077799	02-3436-2000	11 (광장동)	1.12154E+15	서울특별시 광진구 아차산로76길															
(주)신세계푸드 서울대학교 교수식당 소담마루	관악구	일반음식점	한식	1	위생등급제	37.46803851	126.959296	02-880-8698	1 113동 3층 (신림동)	1.16203E+15	서울특별시 관악구 관악로															
희전샤브샤브	관악구	일반음식점	한식	1	위생등급제	37.48401983	126.9305461	02-889-2988	6 (신림동-62-63 지상2층)	1.16204E+15	서울특별시 관악구 남부순환로180길															
장수왕갈비	관악구	일반음식점	한식	1	위생등급제	37.47130866	126.9196014	02-858-2711	181 지상1층 (신림동)	1.16203E+15	서울특별시 관악구 난곡로															
복돼지삼겹살	관악구	일반음식점	한식	1	위생등급제	37.47429783	126.9334763	02-886-2588	3-30 1층 (신림동)	1.16204E+15	서울특별시 관악구 신림로29길															
해신(대게축제)	관악구	일반음식점	한식	1	위생등급제	37.48279938	126.9019105	02-861-2533	558-1 (신림동)	1.16202E+15	서울특별시 관악구 시흥대로															
풍무 양꼬치	관악구	일반음식점	한식	1	위생등급제	37.48388855	126.9028181	02-809-9292	572 1층 (신림동)	1.16202E+15	서울특별시 관악구 시흥대로															
새마을식당신림역점2	관악구	일반음식점	기타(일반음식점)	1	위생등급제	37.48350714	126.9290089	02-886-7793	1600-20 (신림동35 3층)	1.16202E+15	서울특별시 관악구 남부순환로															
워터플라워	관악구	일반음식점	한식	1	위생등급제	37.48231061	126.9290236	02-878-3830	35 지상3층 (신림동 삼모타워)	1.16203E+15	서울특별시 관악구 신원로															
심가면옥	관악구	일반음식점	한식	1	위생등급제	37.4707059	126.9358309	02-887-2777	121 2층 (신림동)	1.16203E+15	서울특별시 관악구 신림로															
고깃집	관악구	일반음식점	한식	1	위생등급제	37.48717501	126.9272958	070 4100 3392	13 (신림동지상1층)	1.16204E+15	서울특별시 관악구 신림동길															
개미집	관악구	일반음식점	일식	1	위생등급제	37.48589662	126.9290157	02-871-9991	3-8 1~2층 (신림동)	1.16204E+15	서울특별시 관악구 신림로67길															
옛날농장	관악구	일반음식점	한식	1	위생등급제	37.48807414	126.9301534	02-873-2280	262 1층 (신림동)	1.16203E+15	서울특별시 관악구 봉천로															
취향루	관악구	일반음식점	중국식	1	위생등급제	37.48580708	126.9299475	02-883-5511	352	1.16203E+15	서울특별시 관악구 신림로															
청해수산 한우세상	관악구	일반음식점	한식	1	위생등급제	37.48436741	126.9333046	02-875-5700	1644 (신림동-29  지상2층3층)	1.16202E+15	서울특별시 관악구 남부순환로															
더덕순대	관악구	일반음식점	한식	1	위생등급제	37.48449375	126.9336618	02-876-3338	1646 (신림동지상1층)	1.16202E+15	서울특별시 관악구 남부순환로															
원할머니보쌈(녹두거리점)	관악구	일반음식점	한식	1	위생등급제	37.47167845	126.9348397	02-831-2792	134 (신림동)	1.16203E+15	서울특별시 관악구 신림로															
금비	관악구	일반음식점	한식	1	위생등급제	37.47328188	126.9341736	02-877-9239	164 (신림동지상12층)	1.16203E+15	서울특별시 관악구 신림로															
(주)롯데리아T.G.I.F신림점	관악구	일반음식점	경양식	1	위생등급제	37.48550794	126.9299477	02-872-3141	350 (신림동지상2층)	1.16203E+15	서울특별시 관악구 신림로															
양평해장국	관악구	일반음식점	한식	1	위생등급제	37.48984924	126.9273656	02-888-6094	229 (봉천동(972번지 3호))	1.16203E+15	서울특별시 관악구 봉천로															
바다공원	관악구	일반음식점	일식	1	위생등급제	37.48517174	126.9344391	02-873-5522	1653	1.16202E+15	서울특별시 관악구 남부순환로															
정담은 보쌈	관악구	일반음식점	한식	1	위생등급제	37.48521906	126.9352893	02-888-8401	1661 (봉천동 지상234층)	1.16202E+15	서울특별시 관악구 남부순환로															
구수옥설렁탕	관악구	일반음식점	한식	1	위생등급제	37.48341155	126.9385019	02-883-8860	1696 지상1층 (봉천동)	1.16202E+15	서울특별시 관악구 남부순환로															
좋구먼	관악구	일반음식점	한식	1	위생등급제	37.48274911	126.9398502	02-884-8988	1710 지하1~지상1층 (봉천동)	1.16202E+15	서울특별시 관악구 남부순환로															
세미정식	관악구	일반음식점	한식	1	위생등급제	37.47923659	126.950693	02-871-1009	25 1층 (봉천동)	1.16204E+15	서울특별시 관악구 관악로13길															
풍년오리	관악구	일반음식점	한식	1	위생등급제	37.4801453	126.9518908	02-875-9999	9 2층 (봉천동)	1.16204E+15	서울특별시 관악구 관악로15길															
더풍족	관악구	일반음식점	한식	1	위생등급제	37.48040126	126.9520625	02-887-7900	6 (봉천동)	1.16204E+15	서울특별시 관악구 관악로15길															
용궁	관악구	일반음식점	한식	1	위생등급제	37.48270143	126.9540826	02-886-1312	200 (봉천동지상2층)	1.16203E+15	서울특별시 관악구 관악로															
태능숯불갈비	관악구	일반음식점	한식	1	위생등급제	37.47548069	126.9588172	02-875-5120	34 (봉천동지하1층지상1층)	1.16202E+15	서울특별시 관악구 낙성대로															
스타피쉬 관악점	관악구	일반음식점	한식	1	위생등급제	37.49049648	126.9249813	02-3289-8780	209 7층 (봉천동)	1.16203E+15	서울특별시 관악구 봉천로															
동진부페	관악구	일반음식점	뷔페식	1	위생등급제	37.48437754	126.9546786	02-886-8822	217 (봉천동11층)	1.16203E+15	서울특별시 관악구 관악로															
광시생고기	관악구	일반음식점	한식	1	위생등급제	37.48664958	126.9587703	02-886-9635	15 1층 (봉천동)	1.16204E+15	서울특별시 관악구 관악로30길															
원조나주곰탕봉천점	관악구	일반음식점	한식	1	위생등급제	37.49052581	126.9257728	02-886-9353	213-18 1층 (봉천동)	1.16203E+15	서울특별시 관악구 봉천로															
설악흑돼지마을	관악구	일반음식점	한식	1	위생등급제	37.47574937	126.9805956	02-522-8354	58 (남현동)	1.16204E+15	서울특별시 관악구 남현1길															
고베그릴	관악구	일반음식점	한식	1	위생등급제	37.47605578	126.9810115	02-3472-6073	2082-25 (남현동지상5층)	1.16202E+15	서울특별시 관악구 남부순환로															
황토방	관악구	일반음식점	한식	1	위생등급제	37.47808774	126.9527423	02-888-0553	6 2층 (봉천동)	1.16204E+15	서울특별시 관악구 관악로12길															
한국피자헛화곡본점	강서구	일반음식점	한식	1	위생등급제	37.54864069	126.8472299	02-2693-1194	270 1층 (화곡동 본동)	1.15003E+15	서울특별시 강서구 화곡로															
하늘정원 더 파티	강서구	일반음식점	경양식	1	위생등급제	37.55018512	126.8487251	02-2699-6677	292 2층 201호 (화곡동 6동 서광프리메라)	1.15003E+15	서울특별시 강서구 화곡로															
한우한마리	강서구	일반음식점	한식	1	위생등급제	37.52827459	126.8445382	02-2065-1616	65 1~2층 (화곡동 1동)	1.15004E+15	서울특별시 강서구 강서로5나길															
줄줄이한식부페	강서구	일반음식점	뷔페식	1	위생등급제	37.53036479	126.8472084	02-2607-5333	27 9층 901호 (화곡동 1동 화곡심포니타워)	1.15003E+15	서울특별시 강서구 강서로															
고기굼터	강서구	일반음식점	한식	1	위생등급제	37.53032244	126.8479008	02-2697-8592	26 1~2층 (화곡동 8동)	1.15003E+15	서울특별시 강서구 강서로															
대박감자탕	강서구	일반음식점	한식	1	위생등급제	37.53230315	126.8613286	02-2642-0555	255 1층 (화곡동 4동)	1.15003E+15	서울특별시 강서구 곰달래로															
우리정육식당	강서구	일반음식점	한식	1	위생등급제	37.53187407	126.8611574	02-2652-2284	254 1층 (화곡동 4동)	1.15003E+15	서울특별시 강서구 곰달래로															
라마띠나	강서구	일반음식점	경양식	1	위생등급제	37.5413957	126.8410394	 070 7096 0723	162 (화곡동SC제일은행 (지상 2층))	1.15003E+15	서울특별시 강서구 강서로															
엉터리생고기	강서구	일반음식점	한식	1	위생등급제	37.54748589	126.835373	02-2605-3336	10 1층 (화곡동 3동)	1.15004E+15	서울특별시 강서구 강서로45가길															
초가집	강서구	일반음식점	한식	1	위생등급제	37.52879485	126.8455191	02-2606-7747	50 1층 104106~107호 (화곡동 1동 일성스카이빌)	1.15004E+15	서울특별시 강서구 강서로5나길															
리더스나인	강서구	일반음식점	한식	1	위생등급제	37.55711655	126.8643474	02-2093-1919	583 A동 101호 (염창동외 1필지 우림블루나인비즈니스센터 (지하 1층))	1.15003E+15	서울특별시 강서구 양천로															
궁중전골	강서구	일반음식점	한식	1	위생등급제	37.56991484	126.8032849	02-6095-8220	38 3층 (방화동 2동 스카이시티몰영상관부대사업장)	1.15004E+15	서울특별시 강서구 하늘길															
엉터리생고기	강서구	일반음식점	한식	1	위생등급제	37.57258243	126.8125466	02-2662-3668	18 1층 (방화동 1동)	1.15004E+15	서울특별시 강서구 양천로18길															
놀부보쌈	강서구	일반음식점	한식	1	위생등급제	37.57383982	126.8122944	02-2666-5001	75 1층 (방화동 1동)	1.15003E+15	서울특별시 강서구 양천로															
우촌	강서구	일반음식점	한식	1	위생등급제	37.55880305	126.8410975	02-2063-1113	42 (등촌동(지상 1층))	1.15004E+15	서울특별시 강서구 강서로54길															
금문	강서구	일반음식점	중국식	1	위생등급제	37.55913482	126.8412507	02-3664-4447	44 3층 (등촌동 3동)	1.15004E+15	서울특별시 강서구 강서로56길															
북해도	강서구	일반음식점	일식	1	위생등급제	37.55809895	126.845531	02-3665-6500	341 2~4층 (등촌동 3동)	1.15002E+15	서울특별시 강서구 공항대로															
주식회사 맛있는 자연세계 어울림	강서구	일반음식점	일식	1	위생등급제	37.55805283	126.8460925	02-3665-9933	345 3층 (등촌동 3동)	1.15002E+15	서울특별시 강서구 공항대로															
가마솥손두부	강서구	일반음식점	한식	1	위생등급제	37.55713949	126.8533874	02-3661-7191	378 1~2층 (등촌동 1동)	1.15003E+15	서울특별시 강서구 화곡로															
봉화용두식당	강서구	일반음식점	한식	1	위생등급제	37.55214537	126.8632383	02-3661-1800	509 111~112호 (등촌동(지상 1층))	1.15002E+15	서울특별시 강서구 공항대로															
홍천화로구이	강서구	일반음식점	한식	1	위생등급제	37.55168555	126.8645293	02-3662-0031	16 (등촌동1층2층)	1.15004E+15	서울특별시 강서구 공항대로59가길															
강서복집	강서구	일반음식점	복어취급	1	위생등급제	37.55203817	126.8640352	02-3661-6672	8 1층 (등촌동 1동)	1.15004E+15	서울특별시 강서구 공항대로59길															
정일품삼계탕	강서구	일반음식점	한식	1	위생등급제	37.55203817	126.8640352	02-3661-8058	8 1층 (등촌동 1동)	1.15004E+15	서울특별시 강서구 공항대로59길															
전원도시	강서구	일반음식점	한식	1	위생등급제	37.5547205	126.8363801	02-2667-0603	323 (내발산동(지하 1층~지상 2층))	1.15003E+15	서울특별시 강서구 강서로															
등마루오리한마당	강서구	일반음식점	한식	1	위생등급제	37.55811695	126.8374637	02-6349-5252	9 2~3층 (내발산동 1동)	1.15004E+15	서울특별시 강서구 공항대로36길															
살구나무	강서구	일반음식점	한식	1	위생등급제	37.53293394	126.8440669	070 4408 0357	 4 (SH공사 15단지 내)	1.15004E+15	서울특별시 강서구 강서로17나길															
다도해	강서구	일반음식점	일식	1	위생등급제	37.56207456	126.8088786	02-2661-0176	10-1 1층 (공항동)	1.15003E+15	서울특별시 강서구 방화동로															
김포공항 포베이	강서구	일반음식점	한식	1	위생등급제	37.55878586	126.8033549	02-2662-5053	112 4층 (공항동 국내선청사)	1.15004E+15	서울특별시 강서구 하늘길															
웅천냉면&amp;부대찌개	강서구	일반음식점	한식	1	위생등급제	37.55886545	126.8446557	02-3665-6025	106 1층 (등촌동 3동)	1.15004E+15	서울특별시 강서구 강서로56길															
제이에스(JS)운덤	강서구	일반음식점	한식	1	위생등급제	37.5591092	126.8609394	02-6957-0007	551-17 1층 103호 (가양동 한화비즈메트로1차3동)	1.15003E+15	서울특별시 강서구 양천로															
애슐리	강서구	일반음식점	경양식	1	위생등급제	37.56426387	126.8499598	02-2658-1248	431 1층 (가양동 2동 홈플러스 가양점)	1.15003E+15	서울특별시 강서구 양천로															
왕가	강북구	일반음식점	한식	1	위생등급제	37.66342771	127.0120228	02-908-9277	681 (우이동(우이동길 337)(지상12층))	1.13053E+15	서울특별시 강북구 삼양로															
송원	강북구	일반음식점	한식	1	위생등급제	37.66260595	127.0125984	02-999-0964	671 (우이동)	1.13053E+15	서울특별시 강북구 삼양로															
쌈향	강북구	일반음식점	일식	1	위생등급제	37.62897896	127.0393325	02-980-0052	193 2층 (번동 한성빌딩)	1.13053E+15	서울특별시 강북구 오현로															
한국왕족발보쌈	강동구	일반음식점	한식	1	위생등급제	37.53726304	127.1379972	02-487-9993	29 (길동A동)	1.17404E+15	서울특별시 강동구 양재대로111길															
착한낙지	강북구	일반음식점	한식	1	위생등급제	37.6456572	127.0057562	02-905-7963	82	1.13053E+15	서울특별시 강북구 4.19로															
토종집	강북구	일반음식점	한식	1	위생등급제	37.62715062	127.0107301	02-981-3104	32 (수유동(산마루길 20-2))	1.13054E+15	서울특별시 강북구 인수봉로19나길															
꼼장어 브라더스	강북구	일반음식점	한식	1	위생등급제	37.63413476	127.0135996	02-900-0013	160 (수유동지상1층(인수봉로160))	1.13053E+15	서울특별시 강북구 인수봉로															
신토불이 오리전문점	강북구	일반음식점	한식	1	위생등급제	37.63575969	127.0170804	02-908-5252	361	1.13053E+15	서울특별시 강북구 삼양로															
놀부식당	강동구	일반음식점	한식	1	위생등급제	37.53726702	127.1376804	02-477-0450	58 (길동)	1.17404E+15	서울특별시 강동구 천호대로175길															
수작	강북구	일반음식점	한식	1	위생등급제	37.64787999	127.0151885	02-907-2301	1173 (수유동)	1.13053E+15	서울특별시 강북구 한천로															
호남 해물탕	강북구	일반음식점	한식	1	위생등급제	37.63885768	127.0249486	02-996-7582	42 (수유동)	1.13054E+15	서울특별시 강북구 한천로139길															
화포식당	강북구	일반음식점	한식	1	위생등급제	37.63894764	127.0255695	02-907-3700	29 (수유동)	1.13054E+15	서울특별시 강북구 한천로139길															
노적가리	강북구	일반음식점	한식	1	위생등급제	37.64062306	127.0274101	02-994-3203	16 (수유동)	1.13054E+15	서울특별시 강북구 한천로140길															
홍굴이해물짬뽕	강북구	일반음식점	중국식	1	위생등급제	37.61966046	127.0196638	02-998-0434	244 (미아동)	1.13053E+15	서울특별시 강북구 솔샘로															
만호집	강동구	일반음식점	한식	1	위생등급제	37.53675988	127.13987	02-471-9293	1466 (길동(양재대로 1466))	1.17402E+15	서울특별시 강동구 양재대로															
굴마을	강북구	일반음식점	한식	1	위생등급제	37.63716352	127.0263484	02-995-2910	3	1.13054E+15	서울특별시 강북구 오패산로77길															
춘향골남원추어탕	강동구	일반음식점	한식	1	위생등급제	37.5373017	127.1388345	02-471-4714	16 (길동)	1.17404E+15	서울특별시 강동구 양재대로111길															
화로구이	강북구	일반음식점	한식	1	위생등급제	37.63539172	127.0350714	02-999-9946	948	1.13053E+15	서울특별시 강북구 한천로															
길조	강동구	일반음식점	한식	1	위생등급제	37.5342278	127.1416121	02-476-9494	1173 (길동)	1.17402E+15	서울특별시 강동구 천호대로															
놀부부대찌개 철판구이	강동구	일반음식점	한식	1	위생등급제	37.56572422	127.1731925	02-441-7282	33-9 (강일동강일프라자 202호(아리수로93길 33-9))	1.17404E+15	서울특별시 강동구 아리수로93길															
향촌숯불구이전문점	강북구	일반음식점	한식	1	위생등급제	37.6241359	127.0373317	02-989-3392	131 (번동(지상1층))	1.13053E+15	서울특별시 강북구 오현로															
다래원	강남구	일반음식점	중국식	1	위생등급제	37.52473513	127.0459431	02-517-3188	9 (청담동)	1.16804E+15	서울특별시 강남구 압구정로80길															
야마모도스시	강남구	일반음식점	일식	1	위생등급제	37.52493412	127.043916	02-548-2031	13-5 (청담동오원빌딩 지상1층)	1.16804E+15	서울특별시 강남구 도산대로67길															
뭉퉁이	강남구	일반음식점	경양식	1	위생등급제	37.52598018	127.0414368	02-548-4922	13-8 (청담동지상23층)	1.16804E+15	서울특별시 강남구 선릉로158길															
포몬스수유점	강북구	일반음식점	한식	1	위생등급제	37.63571168	127.0237784	02-995-5678	308	1.13053E+15	서울특별시 강북구 도봉로															
우성식당	강북구	일반음식점	한식	1	위생등급제	37.63540519	127.0245169	02-908-7890	22	1.13054E+15	서울특별시 강북구 도봉로82길															
청숫골보리밥쌈밥	강남구	일반음식점	한식	1	위생등급제	37.51934176	127.0503017	02-3443-4402	706 (청담동지하1층)	1.16803E+15	서울특별시 강남구 삼성로															
삼보	강북구	일반음식점	한식	1	위생등급제	37.62513203	127.0324793	02-985-0982	52 (미아동(율곡마을길 32))	1.13054E+15	서울특별시 강북구 오패산로52길															
윤가네	강북구	일반음식점	분식	1	위생등급제	37.63146244	127.0247196	02-980-9435	72 (미아동(신일학교길 55)(지상1층))	1.13054E+15	서울특별시 강북구 덕릉로28길															
금강산감자탕	강북구	일반음식점	한식	1	위생등급제	37.61965749	127.0154184	02-982-1009	214 (미아동(지상1층))	1.13054E+15	서울특별시 강북구 삼양로19길															
자연한우	강동구	일반음식점	한식	1	위생등급제	37.54327782	127.1253349	02-472-0206	696 (천호동)	1.17403E+15	서울특별시 강동구 올림픽로															
오감부대찌개 앤드 철판볶음	강동구	일반음식점	한식	1	위생등급제	37.53810855	127.1263944	02-488-2429	1027 (천호동)	1.17402E+15	서울특별시 강동구 천호대로															
종로상회	강동구	일반음식점	한식	1	위생등급제	37.53836129	127.1259649	02-486-7252	3 (천호동)	1.17404E+15	서울특별시 강동구 천호대로155길															
명인등심(청담유통)	강남구	일반음식점	한식	1	위생등급제	37.52059573	127.0296829	02-541-7782	211 (신사동지상1층)	1.16802E+15	서울특별시 강남구 도산대로															
천호한방삼계탕	강동구	일반음식점	한식	1	위생등급제	37.53923367	127.1291119	02-488-3222	18 (천호동현대프라자 상가 1층 1호)	1.17403E+15	서울특별시 강동구 진황도로															
청진생등심	강동구	일반음식점	한식	1	위생등급제	37.5427796	127.1261488	02-473-7799	15-5 (천호동)	1.17404E+15	서울특별시 강동구 올림픽로78길															
이집밥상	강남구	일반음식점	한식	1	위생등급제	37.52349045	127.0491596	02-546-9599	13 (청담동지상2층)	1.16804E+15	서울특별시 강남구 도산대로90길															
우담소	강동구	일반음식점	한식	1	위생등급제	37.54134972	127.1252955	02-473-7878	6	1.17404E+15	서울특별시 강동구 구천면로21길															
양마니	강남구	일반음식점	경양식	1	위생등급제	37.52194408	127.0403215	02-542-9263	16 (청담동지상1층)	1.16804E+15	서울특별시 강남구 도산대로56길															
무등산	강남구	일반음식점	한식	1	위생등급제	37.52196223	127.0399414	02-518-4001	3 (청담동지상123층)	1.16804E+15	서울특별시 강남구 선릉로146길															
늘보리	강남구	일반음식점	한식	1	위생등급제	37.49988008	127.0409158	02-567-5454	27 (역삼동지상12층)	1.16804E+15	서울특별시 강남구 테헤란로34길															
임오우렁쌈밥	강동구	일반음식점	한식	1	위생등급제	37.55455387	127.1294506	02-429-1357	826 (암사동(올림픽로 826))	1.17403E+15	서울특별시 강동구 올림픽로															
교토	강남구	일반음식점	일식	1	위생등급제	37.49011934	127.0326515	02-558-7733	111 지하1층 (역삼동 미진빌딩)	1.16803E+15	서울특별시 강남구 도곡로															
전주콩나물국밥	강동구	일반음식점	한식	1	위생등급제	37.54722326	127.1262106	02-473-0777	737 (천호동)	1.17403E+15	서울특별시 강동구 올림픽로															
암사민물장어	강동구	일반음식점	한식	1	위생등급제	37.55499406	127.1289897	02-3427-2104	33 (암사동)	1.17403E+15	서울특별시 강동구 고덕로															
한방삼계탕	강남구	일반음식점	한식	1	위생등급제	37.49368437	127.0302195	02-564-9920	342 (역삼동지상1층)	1.16802E+15	서울특별시 강남구 강남대로															
임오우렁쌈밥	강동구	일반음식점	한식	1	위생등급제	37.55455387	127.1294506	02-429-1357	826 (암사동(올림픽로 826))	1.17403E+15	서울특별시 강동구 올림픽로															
남가네설악추어탕암사점	강동구	일반음식점	한식	1	위생등급제	37.55446254	127.1305731	02-442-1668	52 (암사동)	1.17403E+15	서울특별시 강동구 고덕로															
워터플라워	강동구	일반음식점	한식	1	위생등급제	37.53805005	127.1237874	02-475-3388	1006 (성내동브라운스톤)	1.17402E+15	서울특별시 강동구 천호대로															
낙지전문점무교동홍낙	강동구	일반음식점	한식	1	위생등급제	37.52462817	127.1277111	02-486-7200	189 (성내동남경빌딩1층)	1.17402E+15	서울특별시 강동구 강동대로															
아라섬	강남구	일반음식점	한식	1	위생등급제	37.49415246	127.0318843	02-538-1588	8 (역삼동)	1.16804E+15	서울특별시 강남구 역삼로3길															
낭띠구스또	강동구	일반음식점	한식	1	위생등급제	37.52859842	127.1221879	02-482-3698	32 (성내동)	1.17404E+15	서울특별시 강동구 성내로6길															
남도랑	강남구	일반음식점	한식	1	위생등급제	37.49414157	127.0321602	02-555-3264	5 (역삼동지상1층)	1.16804E+15	서울특별시 강남구 역삼로5길															
샘밭막국수	강동구	일반음식점	한식	1	위생등급제	37.52239898	127.1327164	02-477-1702	241 (성내동)	1.17402E+15	서울특별시 강동구 강동대로															
가시리	강남구	일반음식점	한식	1	위생등급제	37.49621705	127.0337442	02-567-5829	64 (역삼동지상1층)	1.16804E+15	서울특별시 강남구 논현로79길															
긴자	강동구	일반음식점	한식	1	위생등급제	37.52320439	127.1311793	02-483-0123	223 (성내동)	1.17402E+15	서울특별시 강동구 강동대로															
진부령 황태	강동구	일반음식점	한식	1	위생등급제	37.52455748	127.1329781	02-471-5678	29 (성내동)	1.17404E+15	서울특별시 강동구 양재대로85길															
야쉬웬	강남구	일반음식점	중국식	1	위생등급제	37.49627465	127.0339569	02-566-9986	62 (역삼동1호1층)	1.16804E+15	서울특별시 강남구 논현로79길															
씸플리비	강동구	일반음식점	경양식	1	위생등급제	37.53656628	127.12617	02-484-0655	22	1.17404E+15	서울특별시 강동구 천호대로158길															
금모래	강남구	일반음식점	한식	1	위생등급제	37.49621764	127.0316183	02-569-3935	37 (역삼동)	1.16804E+15	서울특별시 강남구 테헤란로6길															
참한우	강동구	일반음식점	한식	1	위생등급제	37.53618848	127.1255901	02-477-8400	84 (성내동)	1.17404E+15	서울특별시 강동구 천호옛길															
포로이천호	강동구	일반음식점	분식	1	위생등급제	37.53404254	127.1367286	02-3472-8086	1130 (성내동)	1.17402E+15	서울특별시 강동구 천호대로															
곰씨네	강남구	일반음식점	한식	1	위생등급제	37.49570931	127.032197	02-567-4475	35 (역삼동)	1.16804E+15	서울특별시 강남구 강남대로78길															
(주)오형제손짜장마을	강동구	일반음식점	중국식	1	위생등급제	37.53482718	127.1344898	02-488-3735	1108 (성내동13호)	1.17402E+15	서울특별시 강동구 천호대로															
나주가	강남구	일반음식점	한식	1	위생등급제	37.49558745	127.0296323	02-567-9288	40 지상1층 (역삼동)	1.16804E+15	서울특별시 강남구 테헤란로2길															
(주)강동진진바라	강동구	일반음식점	한식	1	위생등급제	37.53524731	127.1326622	02-485-0044	1092 (성내동sk허브진113114호)	1.17402E+15	서울특별시 강동구 천호대로															
소뚜레	강동구	일반음식점	한식	1	위생등급제	37.54671236	127.1712972	02-481-7766	1469-1 (상일동( 천호대로 1469-1))	1.17402E+15	서울특별시 강동구 천호대로															
남도애꽃	강남구	일반음식점	일식	1	위생등급제	37.49827153	127.0330847	02-561-9288	16 (역삼동라인빌딩지하2층)	1.16804E+15	서울특별시 강남구 테헤란로14길															
채선당 명일점	강동구	일반음식점	한식	1	위생등급제	37.54900452	127.1556633	02-3428-4949	516 (명일동)	1.17403E+15	서울특별시 강동구 구천면로															
평안도찹쌀순대전문점	강남구	일반음식점	한식	1	위생등급제	37.49942983	127.0276118	02-553-3234	17 (역삼동지하1지상1층)	1.16804E+15	서울특별시 강남구 테헤란로1길															
